"Municipality","Year","Air Quality Health Index","Health Risk","OriginalValue"
"Sturgeon County",2022,"3","High Quality",0.25853
"St. Albert",2022,"3","High Quality",0.33267
"Fort Mackay",2022,"3","High Quality",0.19054
"Grande Prairie County No. 1",2022,"3","High Quality",0.22363
"Cold Lake",2022,"3","High Quality",0.19598
"Bonnyville No. 87",2022,"3","High Quality",0.13693
"St. Paul County No. 19",2022,"3","High Quality",0.18624
"Peace No. 135",2022,"3","High Quality",0.16474
"Wood Buffalo",2022,"3","High Quality",0.09989
"Bruderheim",2022,"3","High Quality",0.34083
"Improvement District No. 13 Elk Island",2022,"3","High Quality",0.12713
"Beaverlodge",2022,"3","High Quality",0.19943
"Lamont County",2022,"3","High Quality",0.24511
"Yellowhead County",2022,"3","High Quality",0.20925
"Red Deer",2022,"4","Moderate Quality",0.03067
"Fort Saskatchewan",2022,"4","Moderate Quality",0.08285
"Edmonton",2022,"4","Moderate Quality",0.0975
"Lethbridge",2022,"4","Moderate Quality",0.02419
"Newell County",2022,"4","Moderate Quality",0.01073
"Caroline",2022,"4","Moderate Quality",0.00873
"Airdrie",2022,"4","Moderate Quality",0.03025
"Medicine Hat",2022,"4","Moderate Quality",0.0142
"Taber, M.D.",2022,"4","Moderate Quality",0.02235
"Foothills No. 31",2022,"4","Moderate Quality",0.02437
"Calgary",2022,"4","Moderate Quality",0.07765
"Grande Prairie",2022,"4","Moderate Quality",0.08
"Brazeau County",2022,"4","Moderate Quality",0.04135
"Parkland County",2022,"4","Moderate Quality",0.00848
"Strathcona County",2022,"4","Moderate Quality",0.02714
"Sturgeon County",2022,"4","Moderate Quality",0.0408
"St. Albert",2022,"4","Moderate Quality",0.08299
"Fort Mackay",2022,"4","Moderate Quality",0.01516
"Grande Prairie County No. 1",2022,"4","Moderate Quality",0.04388
"Cold Lake",2022,"4","Moderate Quality",0.00621
"Bonnyville No. 87",2022,"4","Moderate Quality",0.00853
"St. Paul County No. 19",2022,"4","Moderate Quality",0.01085
"Peace No. 135",2022,"4","Moderate Quality",0.01498
"Wood Buffalo",2022,"4","Moderate Quality",0.00679
"Bruderheim",2022,"4","Moderate Quality",0.04347
"Improvement District No. 13 Elk Island",2022,"4","Moderate Quality",0.01242
"Beaverlodge",2022,"4","Moderate Quality",0.0114
"Lamont County",2022,"4","Moderate Quality",0.02816
"Yellowhead County",2022,"4","Moderate Quality",0.00955
"Red Deer",2022,"5","Moderate Quality",0.0016
"Fort Saskatchewan",2022,"5","Moderate Quality",0.01431
"Edmonton",2022,"5","Moderate Quality",0.01644
"Lethbridge",2022,"5","Moderate Quality",0.0028
"Newell County",2022,"5","Moderate Quality",0.00115
"Caroline",2022,"5","Moderate Quality",0.00094
"Airdrie",2022,"5","Moderate Quality",0.00823
"Medicine Hat",2022,"5","Moderate Quality",0.00173
"Taber, M.D.",2022,"5","Moderate Quality",0.00424
"Foothills No. 31",2022,"5","Moderate Quality",0.00094
"Calgary",2022,"5","Moderate Quality",0.01176
"Grande Prairie",2022,"5","Moderate Quality",0.01546
"Brazeau County",2022,"5","Moderate Quality",0.00616
"Parkland County",2022,"5","Moderate Quality",0.00077
"Strathcona County",2022,"5","Moderate Quality",0.00527
"Sturgeon County",2022,"5","Moderate Quality",0.00876
"St. Albert",2022,"5","Moderate Quality",0.01483
"Fort Mackay",2022,"5","Moderate Quality",0.00225
"Grande Prairie County No. 1",2022,"5","Moderate Quality",0.00801
"Cold Lake",2022,"5","Moderate Quality",0.00167
"Bonnyville No. 87",2022,"5","Moderate Quality",0.00152
"St. Paul County No. 19",2022,"5","Moderate Quality",0.00257
"Peace No. 135",2022,"5","Moderate Quality",0.00199
"Wood Buffalo",2022,"5","Moderate Quality",0.00104
"Bruderheim",2022,"5","Moderate Quality",0.00895
"Improvement District No. 13 Elk Island",2022,"5","Moderate Quality",0.00174
"Beaverlodge",2022,"5","Moderate Quality",0.0019
"Lamont County",2022,"5","Moderate Quality",0.0069
"Yellowhead County",2022,"5","Moderate Quality",0.0015
"Red Deer",2022,"6","Moderate Quality",0.00103
"Fort Saskatchewan",2022,"6","Moderate Quality",0.00412
"Edmonton",2022,"6","Moderate Quality",0.00171
"Lethbridge",2022,"6","Moderate Quality",0.00102
"Newell County",2022,"6","Moderate Quality",0.00012
"Caroline",2022,"6","Moderate Quality",0.00024
"Airdrie",2022,"6","Moderate Quality",0.0022
"Medicine Hat",2022,"6","Moderate Quality",0.00035
"Taber, M.D.",2022,"6","Moderate Quality",0.00057
"Foothills No. 31",2022,"6","Moderate Quality",0.00047
"Calgary",2022,"6","Moderate Quality",0.00297
"Grande Prairie",2022,"6","Moderate Quality",0.00245
"Brazeau County",2022,"6","Moderate Quality",0.00012
"Strathcona County",2022,"6","Moderate Quality",0.00057
"Sturgeon County",2022,"6","Moderate Quality",0.00201
"St. Albert",2022,"6","Moderate Quality",0.00212
"Fort Mackay",2022,"6","Moderate Quality",6e-05
"Grande Prairie County No. 1",2022,"6","Moderate Quality",0.0012
"Cold Lake",2022,"6","Moderate Quality",0.00012
"Bonnyville No. 87",2022,"6","Moderate Quality",0.00012
"Peace No. 135",2022,"6","Moderate Quality",0.00094
"Wood Buffalo",2022,"6","Moderate Quality",2e-04
"Bruderheim",2022,"6","Moderate Quality",0.00295
"Improvement District No. 13 Elk Island",2022,"6","Moderate Quality",0.00244
"Beaverlodge",2022,"6","Moderate Quality",0.00095
"Lamont County",2022,"6","Moderate Quality",0.00244
"Yellowhead County",2022,"6","Moderate Quality",0.00058
"Red Deer",2022,"7","Low Quality",0.00011
"Fort Saskatchewan",2022,"7","Low Quality",0.00303
"Edmonton",2022,"7","Low Quality",0.00194
"Lethbridge",2022,"7","Low Quality",0.00025
"Newell County",2022,"7","Low Quality",0.00023
"Caroline",2022,"7","Low Quality",0.00083
"Airdrie",2022,"7","Low Quality",0.00023
"Taber, M.D.",2022,"7","Low Quality",0.00085
"Foothills No. 31",2022,"7","Low Quality",0.00047
"Calgary",2022,"7","Low Quality",0.00114
"Grande Prairie",2022,"7","Low Quality",0.00172
"Strathcona County",2022,"7","Low Quality",0.00046
"Sturgeon County",2022,"7","Low Quality",0.00189
"St. Albert",2022,"7","Low Quality",0.00012
"Fort Mackay",2022,"7","Low Quality",3e-04
"Grande Prairie County No. 1",2022,"7","Low Quality",0.00102
"Cold Lake",2022,"7","Low Quality",0.00084
"Bonnyville No. 87",2022,"7","Low Quality",0.00035
"Peace No. 135",2022,"7","Low Quality",0.00199
"Wood Buffalo",2022,"7","Low Quality",0.00146
"Bruderheim",2022,"7","Low Quality",0.00118
"Improvement District No. 13 Elk Island",2022,"7","Low Quality",0.00186
"Beaverlodge",2022,"7","Low Quality",0.00083
"Lamont County",2022,"7","Low Quality",0.00072
"Yellowhead County",2022,"7","Low Quality",0.00108
"Fort Saskatchewan",2022,"8","Low Quality",0.00036
"Edmonton",2022,"8","Low Quality",0.00011
"Lethbridge",2022,"8","Low Quality",0.00013
"Caroline",2022,"8","Low Quality",0.00024
"Taber, M.D.",2022,"8","Low Quality",0.00014
"Calgary",2022,"8","Low Quality",0.00091
"Grande Prairie",2022,"8","Low Quality",0.00049
"Brazeau County",2022,"8","Low Quality",0.00012
"Sturgeon County",2022,"8","Low Quality",0.00059
"Fort Mackay",2022,"8","Low Quality",3e-04
"Grande Prairie County No. 1",2022,"8","Low Quality",0.00024
"Peace No. 135",2022,"8","Low Quality",0.00047
"Wood Buffalo",2022,"8","Low Quality",0.00024
"Improvement District No. 13 Elk Island",2022,"8","Low Quality",0.00012
"Beaverlodge",2022,"8","Low Quality",0.00024
"Yellowhead County",2022,"8","Low Quality",0.00035
"Caroline",2022,"9","Low Quality",0.00012
"Calgary",2022,"9","Low Quality",0.00011
"Sturgeon County",2022,"9","Low Quality",0.00047
"Bonnyville No. 87",2022,"9","Low Quality",0.00012
"Peace No. 135",2022,"9","Low Quality",0.00012
"Wood Buffalo",2022,"9","Low Quality",0.00012
"Yellowhead County",2022,"9","Low Quality",0.00012
